,transaction_date,ticker,asset_description,type,amount,name,disclosure_date,chamber,first_name,last_name,party,birthday,gender,represents
7937,2015-07-09,VADDX,Invesco Equally-Wtd S&amp;P 500 Y (NASDAQ),sale_full,15000,James M Inhofe,2015-07-15,senate,James,Inhofe,Republican,1934-11-17,M,OK
7938,2015-07-09,NGIPX,Columbia Marsico Growth Z (NASDAQ),sale_full,15000,James M Inhofe,2015-07-15,senate,James,Inhofe,Republican,1934-11-17,M,OK
7939,2015-07-09,WSTMX,Wells Fargo Advantage S/T Muni Bd Adm (NASDAQ),sale_full,15000,James M Inhofe,2015-07-15,senate,James,Inhofe,Republican,1934-11-17,M,OK
7940,2015-07-09,VMIIX,Invesco Municipal Income Y (NASDAQ),sale_full,15000,James M Inhofe,2015-07-15,senate,James,Inhofe,Republican,1934-11-17,M,OK
7941,2015-07-09,VSMIX,Invesco SmallCapValue Y (NASDAQ),sale_full,15000,James M Inhofe,2015-07-15,senate,James,Inhofe,Republican,1934-11-17,M,OK
7942,2015-07-09,ACSDX,Invesco Comstock Y (NASDAQ),sale_full,15000,James M Inhofe,2015-07-15,senate,James,Inhofe,Republican,1934-11-17,M,OK
7943,2015-07-09,MGEMX,Morgan Stanley Inst Emerging Mkts I (NASDAQ),sale_full,15000,James M Inhofe,2015-07-15,senate,James,Inhofe,Republican,1934-11-17,M,OK
7944,2015-07-09,BIIB,Biogen Inc. (NASDAQ),purchase,50000,James M Inhofe,2015-07-15,senate,James,Inhofe,Republican,1934-11-17,M,OK
7945,2015-07-09,CLR,"Continental Resources, Inc. (NYSE)",purchase,50000,James M Inhofe,2015-07-15,senate,James,Inhofe,Republican,1934-11-17,M,OK
7946,2015-07-09,GE,General Electric Company (NYSE),purchase,15000,James M Inhofe,2015-07-15,senate,James,Inhofe,Republican,1934-11-17,M,OK
7947,2015-07-09,PCLN,The Priceline Group Inc. (NASDAQ),purchase,50000,James M Inhofe,2015-07-15,senate,James,Inhofe,Republican,1934-11-17,M,OK
7948,2015-07-09,MRK,Merck Co. Inc. (NYSE),purchase,100000,James M Inhofe,2015-07-15,senate,James,Inhofe,Republican,1934-11-17,M,OK
7949,2015-07-09,ITC,ITC Holdings Corp. (NYSE),purchase,100000,James M Inhofe,2015-07-15,senate,James,Inhofe,Republican,1934-11-17,M,OK
7950,2015-07-09,ABT,Abbott Laboratories (NYSE),sale_full,100000,James M Inhofe,2015-07-15,senate,James,Inhofe,Republican,1934-11-17,M,OK
7951,2015-06-22,NGIPX,Columbia Marsico Growth Z (NASDAQ),purchase,15000,James M Inhofe,2015-07-15,senate,James,Inhofe,Republican,1934-11-17,M,OK
7955,2015-06-09,GILD,Gilead Sciences Inc. (NASDAQ),sale_partial,100000,James M Inhofe,2015-07-09,senate,James,Inhofe,Republican,1934-11-17,M,OK
7956,2015-06-03,BUNT-RP,PowerShares DB 3x German Bund F (NYSE),sale_partial,15000,Patrick J Toomey,2015-07-09,senate,Patrick,Toomey,Republican,1961-11-17,M,PA
7957,2015-06-04,VZ,Verizon Communications Inc. (NYSE),purchase,15000,Patrick J Toomey,2015-07-09,senate,Patrick,Toomey,Republican,1961-11-17,M,PA
7958,2015-06-16,CVX,Chevron Corporation (NYSE),purchase,15000,Patrick J Toomey,2015-07-09,senate,Patrick,Toomey,Republican,1961-11-17,M,PA
7959,2015-06-16,PFS,"Provident Financial Services, Inc. (NYSE)",sale_partial,50000,Patrick J Toomey,2015-07-09,senate,Patrick,Toomey,Republican,1961-11-17,M,PA
7960,2015-06-23,PFS,"Provident Financial Services, Inc. (NYSE)",sale_partial,50000,Patrick J Toomey,2015-07-09,senate,Patrick,Toomey,Republican,1961-11-17,M,PA
7961,2015-06-24,PFS,"Provident Financial Services, Inc. (NYSE)",sale_partial,50000,Patrick J Toomey,2015-07-09,senate,Patrick,Toomey,Republican,1961-11-17,M,PA
7963,2015-06-24,NFLX,nflx,purchase,50000,Pat Roberts,2015-07-04,senate,Pat,Roberts,Republican,1935-01-30,M,SD
7965,2015-06-09,AAPL,aapl,purchase,15000,Pat Roberts,2015-07-04,senate,Pat,Roberts,Republican,1935-01-30,M,SD
7966,2015-06-09,AAPL,aapl,purchase,15000,Pat Roberts,2015-07-04,senate,Pat,Roberts,Republican,1935-01-30,M,SD
7970,2015-06-24,CVG,Convergys Corporation (NYSE),purchase,15000,Thomas R Carper,2015-07-01,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
7971,2015-06-24,ATML,Atmel Corporation (NASDAQ),sale_full,15000,Thomas R Carper,2015-07-01,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
7973,2015-06-12,DD,E. I. du Pont de Nemours and Company (NYSE),purchase,15000,Thomas R Carper,2015-07-01,senate,Thomas,Carper,Democrat,1947-01-23,M,DE
7974,2015-06-19,CVC,Cablevision Systems Corporation (NYSE),sale_partial,15000,David A Perdue ,2015-06-26,senate,David,Perdue,Republican,1949-12-10,M,GA
7975,2015-06-11,ANTM,"Anthem, Inc. (NYSE)",sale_partial,15000,David A Perdue ,2015-06-26,senate,David,Perdue,Republican,1949-12-10,M,GA
7976,2015-05-29,DISCA,"Discovery Communications, Inc. (NASDAQ)",purchase,15000,David A Perdue ,2015-06-26,senate,David,Perdue,Republican,1949-12-10,M,GA
7977,2015-06-03,AXLL,Axiall Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-26,senate,David,Perdue,Republican,1949-12-10,M,GA
7978,2015-06-04,PG,The Procter Gamble Company (NYSE),purchase,15000,David A Perdue ,2015-06-26,senate,David,Perdue,Republican,1949-12-10,M,GA
7979,2015-06-16,STAG,"STAG Industrial, Inc. (NYSE)",purchase,15000,Gary C Peters,2015-06-24,senate,Gary,Peters,Democrat,1958-12-01,M,MI
7982,2015-06-04,CLR,"Continental Resources, Inc. (NYSE)",purchase,15000,James M Inhofe,2015-06-16,senate,James,Inhofe,Republican,1934-11-17,M,OK
7983,2015-06-04,LSCC,Lattice Semiconductor Corporation (NASDAQ),purchase,15000,John F Reed,2015-06-15,senate,John,Reed,Democrat,1949-11-12,M,RI
7984,2015-06-04,LSCC,Lattice Semiconductor Corporation (NASDAQ),purchase,15000,John F Reed,2015-06-15,senate,John,Reed,Democrat,1949-11-12,M,RI
7991,2015-02-23,BA,The Boeing Company (NYSE),sale_full,50000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
7992,2015-02-24,SMEZ,SPDR EURO STOXX Small Cap (NYSEArca),sale_partial,50000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
7993,2015-03-11,CAT,Caterpillar Inc. (NYSE),sale_full,50000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
7994,2015-03-25,SPY,SPDR S&amp;P 500 Trust (NYSEArca),sale_full,50000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
7995,2015-05-20,RF,Regions Financial Corporation (NYSE),purchase,50000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
7996,2015-05-20,CL,Colgate-Palmolive Co. (NYSE),sale_full,50000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
7997,2015-01-15,CLX,The Clorox Company (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
7998,2015-01-22,BCR,CR Bard Inc. (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
7999,2015-04-02,SYY,Sysco Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8000,2015-04-02,PG,The Procter Gamble Company (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8001,2015-04-02,FOX,"Twenty-First Century Fox, Inc. (NASDAQ)",purchase,50000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8002,2015-04-02,AVP,Avon Products Inc. (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8003,2015-04-02,FOXA,"Twenty-First Century Fox, Inc. (NASDAQ)",sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8004,2015-04-02,JNJ,Johnson Johnson (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8005,2015-04-02,KO,The Coca-Cola Company (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8006,2015-04-02,MSFT,Microsoft Corporation (NASDAQ),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8007,2015-05-06,SYY,Sysco Corporation (NYSE),purchase,50000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8008,2015-05-11,CMCSK,Comcast Corporation (NASDAQ),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8009,2015-05-11,FOX,"Twenty-First Century Fox, Inc. (NASDAQ)",purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8010,2015-05-12,CMCSK,Comcast Corporation (NASDAQ),sale_full,50000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8011,2015-05-12,FOX,"Twenty-First Century Fox, Inc. (NASDAQ)",purchase,50000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8012,2015-01-07,AM,Antero Midstream Partners LP (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8013,2015-01-14,AR,Antero Resources Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8014,2015-01-15,BPL,"Buckeye Partners, L.P. (NYSE)",purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8015,2015-02-10,WPZ,Williams Partners L.P. (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8016,2015-02-11,WPZ,Williams Partners L.P. (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8017,2015-02-12,WPZ,Williams Partners L.P. (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8018,2015-02-02,WPZ,Williams Partners L.P. (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8019,2015-02-13,WPZ,Williams Partners L.P. (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8020,2015-02-17,WPZ,Williams Partners L.P. (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8021,2015-02-18,WPZ,Williams Partners L.P. (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8022,2015-02-19,WPZ,Williams Partners L.P. (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8023,2015-02-26,PAA,"Plains All American Pipeline, L.P. (NYSE)",purchase,50000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8024,2015-03-02,NGLS,Targa Resources Partners LP (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8025,2015-03-03,NGLS,Targa Resources Partners LP (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8026,2015-03-04,NGLS,Targa Resources Partners LP (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8027,2015-03-12,ETE,"Energy Transfer Equity, L.P. (NYSE)",sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8028,2015-03-13,ETE,"Energy Transfer Equity, L.P. (NYSE)",sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8029,2015-03-13,ETE,"Energy Transfer Equity, L.P. (NYSE)",sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8030,2015-05-21,PAA,"Plains All American Pipeline, L.P. (NYSE)",sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8031,2015-05-21,PAA,"Plains All American Pipeline, L.P. (NYSE)",sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8032,2015-05-22,PAA,"Plains All American Pipeline, L.P. (NYSE)",sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8033,2015-05-22,PAA,"Plains All American Pipeline, L.P. (NYSE)",sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8034,2015-01-08,KN,Knowles Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8035,2015-01-08,AAN,"Aaron's, Inc. (NYSE)",sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8036,2015-01-08,AAN,"Aaron's, Inc. (NYSE)",sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8037,2015-01-09,CBS,CBS Corporation (NYSE),purchase,50000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8038,2015-01-13,AAN,"Aaron's, Inc. (NYSE)",sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8039,2015-01-13,BK,The Bank of New York Mellon Corporation (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8040,2015-01-13,CBS,CBS Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8041,2015-01-14,CBS,CBS Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8042,2015-01-14,WPX,"WPX Energy, Inc. (NYSE)",purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8043,2015-01-14,ZTS,Zoetis Inc. (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8044,2015-01-21,KN,Knowles Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8045,2015-01-23,AAN,"Aaron's, Inc. (NYSE)",sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8046,2015-01-26,BK,The Bank of New York Mellon Corporation (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8047,2015-01-27,KN,Knowles Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8048,2015-01-27,TAP,Molson Coors Brewing Company (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8049,2015-01-29,TAP,Molson Coors Brewing Company (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8050,2015-01-29,ZTS,Zoetis Inc. (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8051,2015-01-30,ZTS,Zoetis Inc. (NYSE),sale_full,50000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8052,2015-02-03,TAP,Molson Coors Brewing Company (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8053,2015-02-04,TAP,Molson Coors Brewing Company (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8054,2015-02-04,AAN,"Aaron's, Inc. (NYSE)",sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8055,2015-02-04,AAN,"Aaron's, Inc. (NYSE)",sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8056,2015-02-05,AAN,"Aaron's, Inc. (NYSE)",sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8057,2015-02-05,KN,Knowles Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8058,2015-02-05,CBS,CBS Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8059,2015-02-05,CIT,CIT Group Inc. (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8060,2015-02-06,AAN,"Aaron's, Inc. (NYSE)",sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8061,2015-02-09,CBS,CBS Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8062,2015-02-10,WOOF,VCA Inc. (NASDAQ),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8063,2015-02-11,TAP,Molson Coors Brewing Company (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8064,2015-02-12,XLS-WI,Exelis Inc. Ex-Dis (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8065,2015-02-12,CIT,CIT Group Inc. (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8066,2015-02-13,CBS,CBS Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8067,2015-02-13,CBS,CBS Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8068,2015-02-13,CBS,CBS Corporation (NYSE),purchase,50000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8069,2015-02-17,CIT,CIT Group Inc. (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8070,2015-02-17,CBS,CBS Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8071,2015-02-20,CBS,CBS Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8072,2015-02-26,KN,Knowles Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8073,2015-03-02,CIT,CIT Group Inc. (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8074,2015-03-03,WPX,"WPX Energy, Inc. (NYSE)",purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8075,2015-03-03,XLS-WI,Exelis Inc. Ex-Dis (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8076,2015-03-05,XLS-WI,Exelis Inc. Ex-Dis (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8077,2015-03-06,KN,Knowles Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8078,2015-03-09,KN,Knowles Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8079,2015-03-09,XLS-WI,Exelis Inc. Ex-Dis (NYSE),sale_partial,50000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8080,2015-03-10,KN,Knowles Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8081,2015-03-11,KN,Knowles Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8082,2015-03-11,XLS-WI,Exelis Inc. Ex-Dis (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8083,2015-03-11,WPX,"WPX Energy, Inc. (NYSE)",purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8084,2015-03-12,WPX,"WPX Energy, Inc. (NYSE)",purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8085,2015-03-12,WPX,"WPX Energy, Inc. (NYSE)",purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8086,2015-03-12,CIT,CIT Group Inc. (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8087,2015-03-13,DISCA,"Discovery Communications, Inc. (NASDAQ)",purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8088,2015-03-13,DISCA,"Discovery Communications, Inc. (NASDAQ)",purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8089,2015-03-16,WPX,"WPX Energy, Inc. (NYSE)",purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8090,2015-03-16,WPX,"WPX Energy, Inc. (NYSE)",purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8091,2015-03-16,XLS-WI,Exelis Inc. Ex-Dis (NYSE),sale_full,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8092,2015-03-16,DISCA,"Discovery Communications, Inc. (NASDAQ)",purchase,50000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8093,2015-03-18,DISCA,"Discovery Communications, Inc. (NASDAQ)",purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8094,2015-03-18,DISCA,"Discovery Communications, Inc. (NASDAQ)",purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8095,2015-03-19,BK,The Bank of New York Mellon Corporation (NYSE),sale_partial,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8096,2015-03-20,KN,Knowles Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8097,2015-03-27,WPX,"WPX Energy, Inc. (NYSE)",purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8098,2015-03-27,DISCA,"Discovery Communications, Inc. (NASDAQ)",purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8099,2015-04-17,KN,Knowles Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8100,2015-04-23,KN,Knowles Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
8101,2015-04-24,KN,Knowles Corporation (NYSE),purchase,15000,David A Perdue ,2015-06-04,senate,David,Perdue,Republican,1949-12-10,M,GA
